"","SV, tau=0","SV, tau=0.025","SV, tau=0.05","SV, tau=0.075","SV, tau=0.1","SV, tau=0.125","SV, tau=0.15","SV, tau=0.175","SV, tau=0.2","SV, tau=0.225","SV, tau=0.25","SV, tau=0.275","SV, tau=0.3","SV, tau=0.325","SV, tau=0.35","SV, tau=0.375","SV, tau=0.4","SV, tau=0.425","SV, tau=0.45","SV, tau=0.475","SV, tau=0.5","SV, tau=0.525","SV, tau=0.55","SV, tau=0.575","SV, tau=0.6","SV, tau=0.625","SV, tau=0.65","SV, tau=0.675","SV, tau=0.7","SV, tau=0.725","SV, tau=0.75","SV, tau=0.775","SV, tau=0.8","SV, tau=0.825","SV, tau=0.85","SV, tau=0.875","SV, tau=0.9","SV, tau=0.925","SV, tau=0.95","SV, tau=0.975","SV, tau=1"
"93",0.751,0.1,0.822,0.941,0.615,0.748,0.322,0.115,0.051,0.029,0.01,0.098,0.006,0.069,0.045,0.001,0.041,0.004,0.189,0.078,0.002,0,0,0.003,0.002,0.005,0,0,0.005,0.06,0.034,0.002,0.003,0.023,0.005,0.001,0,0,0.001,0.001,0
"94",0.424,0.852,0.709,0.546,0.223,0.215,0.723,0.592,0.627,0.274,0.87,0.207,0.003,0.065,0.001,0,0.048,0.002,0.003,0.192,0.011,0.111,0.023,0,0,0.006,0,0.006,0,0.008,0,0.001,0,0,0.007,0.003,0,0.006,0,0.033,0
"95",0.043,0.515,0.645,0.924,0.181,0.353,0.736,0.123,0.143,0.44,0.671,0.009,0.82,0.001,0.109,0,0.019,0.007,0.227,0.173,0.002,0,0,0,0.054,0,0,0,0.003,0.022,0,0,0,0,0,0.001,0.005,0,0.045,0.028,0
"96",0.041,0.387,0.636,0.284,0.305,0.517,0.264,0.1,0.18,0.031,0.291,0.975,0.081,0,0.107,0.632,0.134,0,0.023,0.071,0.005,0,0,0.002,0.019,0.026,0.001,0,0,0.011,0.031,0.002,0.003,0,0.001,0,0.002,0,0,0,0.008
"97",0.631,0.88,0.33,0.924,0.701,0.742,0.061,0.098,0.366,0.534,0.936,0.395,0.08,0.224,0,0.002,0.047,0.001,0.001,0.013,0.001,0.001,0,0,0,0.016,0.123,0.003,0,0,0.001,0.001,0.001,0.049,0.108,0.001,0,0.022,0,0,0.002
"98",0.689,0.051,0.462,1,0.546,0.862,0.98,0.357,0.155,0.075,0,0.003,0.001,0.068,0.123,0.066,0.019,0.018,0.012,0.117,0.001,0.001,0.001,0,0.002,0.002,0.092,0,0.009,0.005,0,0.001,0,0,0.049,0.036,0,0.005,0,0.002,0.023
"99",0.021,0.805,0.877,0.603,0.129,0.495,0.766,0.001,0.944,0.004,0.001,0.411,0.167,0.01,0.017,0.075,0,0.013,0.031,0.035,0,0.054,0,0,0,0.002,0.002,0.087,0.001,0.027,0.005,0,0.003,0,0,0,0.022,0.003,0,0,0.001
"100",0.412,0.341,0.118,0.52,0.011,0.939,0.327,0.649,0.742,0.464,0.011,0.377,0.115,0.032,0.043,0.138,0.005,0.001,0.688,0.058,0.005,0.004,0,0.012,0.011,0.026,0,0,0,0,0.006,0.014,0.006,0,0.037,0.012,0.002,0,0.001,0,0.017
"101",0.207,0.128,0.467,0.6,0.86,0.761,0.461,0.058,0.02,0.108,0.051,0.768,0.149,0.05,0,0.056,0.029,0.014,0,0.004,0.031,0.061,0.003,0,0.003,0.023,0.004,0,0,0,0,0.02,0,0.011,0,0.005,0.077,0,0.005,0.016,0.027
"102",0.95,0.431,0.675,0.988,0.28,0.641,0.729,0.705,0.679,0.056,0.985,0.121,0.028,0.072,0.073,0,0.006,0.05,0,0,0.006,0.003,0,0.002,0,0.007,0.006,0,0,0.005,0,0.002,0,0.004,0,0,0.051,0,0.002,0,0.001
"103",0.696,0.984,0.901,0.003,0.031,0.036,0.434,0.967,0.119,0.034,0.084,0.103,0.162,0.032,0.015,0.084,0,0,0.065,0.002,0.003,0.017,0.005,0.013,0,0.001,0.007,0,0.002,0.006,0.007,0,0,0.001,0,0,0,0,0.047,0,0.008
"104",0.957,0.325,0.098,0.98,0.047,0.205,0.73,0.025,0.046,0.309,0.534,0.027,0.65,0.002,0.762,0.071,0,0.021,0,0,0.085,0,0.181,0,0,0.049,0.092,0.005,0.003,0,0,0.015,0.096,0.013,0.041,0,0,0.041,0.003,0.021,0.01
"105",0.97,0.137,0.461,0.486,0.728,0.408,0.339,0.684,0.191,0.05,0.011,0.042,0.061,0.159,0.053,0.017,0.185,0.006,0.054,0.094,0,0,0.006,0.029,0.009,0.001,0,0,0.004,0,0,0.003,0,0,0,0,0.197,0,0.021,0,0
"106",0.567,0.717,0.59,0.348,0.819,0.01,0.144,0.015,0.055,0.387,0.03,0.082,0.464,0,0.02,0.034,0.018,0.158,0.013,0.135,0.027,0,0.003,0.001,0.006,0.001,0.011,0,0.003,0,0.003,0.017,0,0,0,0.001,0,0,0.001,0,0
"107",0.326,0.319,0.809,0.959,0.516,0.862,0.1,0.679,0.8,0.609,0.527,0.12,0.332,0.132,0.072,0.05,0,0.018,0.014,0.029,0.011,0,0.037,0,0.202,0.049,0.137,0.018,0,0,0,0.11,0.022,0.001,0,0.003,0.002,0,0,0,0.023
"108",0.884,0.797,0.222,0.389,0.665,0.897,0.055,0.002,0.547,0.841,0.261,0.012,0.007,0.038,0,0.008,0.013,0,0.07,0,0,0.003,0.029,0,0,0.024,0,0,0.01,0.014,0,0.012,0,0.001,0,0.01,0,0.003,0.003,0.001,0
"109",0.233,0.17,0.482,0.718,0.12,0.939,0.246,0.053,0.215,0.143,0.291,0.059,0.005,0.236,0.001,0.026,0.019,0.002,0.002,0.095,0.01,0,0,0.003,0,0,0.015,0.006,0.002,0.002,0.098,0.006,0,0.028,0.027,0,0,0.003,0.014,0.013,0.034
"110",0.53,0.47,0.625,0.605,0.001,0.024,0.334,0.622,0.959,0.879,0.269,0.005,0.203,0.18,0.038,0,0.039,0.358,0.252,0.002,0,0.003,0.003,0,0,0,0,0,0.002,0.001,0.004,0.001,0.039,0,0,0.002,0,0.017,0.085,0,0
"111",0.972,0.512,0.819,0.989,0.371,0.843,0.924,0.068,0.235,0.223,0.009,0.007,0.545,0.033,0.044,0.141,0.003,0,0.134,0.002,0.033,0.16,0.009,0,0.005,0,0,0.034,0,0.028,0.011,0,0.003,0,0,0,0.015,0,0.015,0,0.001
"112",0.161,0.035,0.564,0.552,0.108,0.654,0.382,0.728,0.94,0.11,0.075,0.92,0.048,0.177,0.114,0.042,0.073,0.068,0,0.12,0.002,0.03,0.008,0.12,0,0,0,0,0.003,0.003,0.002,0.007,0.005,0,0.024,0.003,0,0,0.021,0.01,0
"113",0.985,0.19,0.01,0.658,0.754,0.913,0.056,0.007,0.341,0.04,0.171,0.055,0.01,0.883,0.192,0,0.169,0.001,0.236,0.001,0,0.001,0,0.197,0,0.001,0,0.002,0,0.103,0,0.002,0,0.017,0.173,0.001,0.001,0,0.05,0,0.013
"114",0.699,0.132,0.085,0.005,0.157,0.104,0.728,0.336,0.624,0.232,0.131,0.163,0.082,0.214,0.242,0.009,0.414,0.005,0.015,0,0,0.039,0,0,0.048,0.014,0.015,0.004,0,0.039,0,0.008,0.002,0,0,0.003,0,0.004,0,0,0
"115",0.644,0.964,0.131,0.779,0.933,0.41,0.201,0.385,0.887,0.078,0.926,0.05,0.39,0.172,0.014,0.046,0.011,0.019,0.235,0,0,0.006,0,0,0.001,0,0.022,0.004,0,0,0,0.003,0.001,0.003,0.026,0,0,0,0,0,0
"116",0.648,0.157,0.604,0.382,0.471,0.599,0.586,0.065,0.031,0.074,0.801,0.066,0.047,0.009,0.013,0.017,0.486,0,0.008,0.079,0,0.001,0.042,0.004,0,0,0.122,0.023,0.003,0,0,0.039,0.009,0.001,0.003,0,0.001,0,0,0.005,0.07
"117",0.349,0.675,0.01,0.654,0.664,0.687,0.867,0.013,0.617,0.392,0.014,0.206,0.047,0.709,0,0.096,0.321,0.015,0.002,0.016,0,0,0.068,0.019,0,0.09,0.001,0.013,0,0,0.014,0.001,0.032,0,0.032,0.006,0,0.012,0.003,0,0.017
"118",0.206,0.993,0.659,0.827,0.685,0.168,0.713,0.006,0.605,0.688,0.541,0.006,0.022,0,0.005,0.054,0.024,0.003,0.006,0.009,0.009,0.023,0.001,0.021,0,0.002,0.015,0.001,0,0.002,0.002,0.002,0.119,0.002,0.009,0,0.027,0.001,0,0.002,0
"119",0.056,0.381,0.838,0.667,0.929,0.218,0.491,0.802,0.559,0.819,0.102,0.04,0.404,0.017,0.476,0.006,0,0.061,0.036,0.007,0.093,0.007,0.035,0.041,0.025,0.001,0.001,0.009,0.036,0.051,0.001,0,0.003,0.003,0,0,0,0,0.006,0,0.001
"120",0.751,0.318,0.175,0.966,0.796,0.149,0.603,0.576,0.647,0.682,0.278,0.074,0.795,0.008,0.503,0.006,0.092,0,0.019,0.016,0,0,0,0.01,0.011,0.003,0.001,0.004,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0.044
"121",0.041,0.836,0.806,0.119,0.915,0.934,0.234,0.469,0.039,0.683,0.003,0.019,0.001,0.058,0.431,0.074,0.13,0.001,0,0,0,0.002,0.035,0.053,0.005,0.015,0.002,0.001,0,0.061,0,0.001,0,0,0,0,0,0.002,0,0,0
"122",0.897,0.73,0.929,0.779,0.751,0.349,0.807,0.935,0.107,0.049,0.623,0.132,0.061,0.068,0,0.071,0.164,0.054,0.003,0.03,0.074,0.004,0.047,0.001,0,0,0.003,0.034,0,0.005,0.008,0,0.007,0.045,0.005,0,0,0,0,0,0
"123",0.704,0.611,0.836,0.701,0.043,0.807,0.96,0.065,0.078,0.537,0.032,0.018,0.481,0.03,0.002,0.017,0.005,0.031,0.221,0,0.047,0.01,0.063,0,0.004,0.004,0.003,0,0,0,0.004,0,0,0,0,0.046,0.004,0.016,0.005,0.036,0
"124",0.047,0.981,0.522,0.105,0.805,0.237,0.018,0.424,0.008,0.831,0.553,0.003,0.172,0.172,0.082,0.005,0.255,0,0.07,0.006,0.017,0.003,0,0.002,0,0,0,0,0.003,0.02,0,0.009,0,0,0,0,0,0,0,0.015,0
"125",0.266,0.776,0.51,0.987,0.614,0.654,0.511,0.951,0.631,0.301,0.018,0.023,0.002,0.172,0.011,0,0.785,0.004,0,0.01,0.001,0.001,0,0,0,0.001,0.016,0,0.001,0.004,0,0,0.001,0,0,0,0.003,0.009,0,0.001,0
"126",0.688,0.411,0.27,0.963,0.805,0.401,0.055,0.629,0.008,0.001,0.094,0.788,0.013,0.265,0.007,0.451,0.004,0.005,0.038,0.015,0.009,0.003,0.096,0,0,0,0.004,0.001,0,0,0.022,0.005,0,0.009,0,0.001,0.001,0,0,0,0
"127",0.132,0.615,0.1,0.863,0.401,0.131,0.494,0.146,0.33,0.786,0.806,0.087,0.018,0.001,0.003,0.032,0.002,0,0,0.039,0,0.525,0,0,0.007,0,0.002,0.001,0.01,0.004,0.002,0.006,0.004,0.06,0,0.001,0.007,0.032,0,0.002,0.069
"128",0.294,0.707,0.124,0.217,0.322,0.978,0.047,0.134,0.269,0.004,0.047,0.145,0.003,0.028,0.048,0.003,0,0.007,0.101,0.004,0.002,0.008,0,0,0.002,0.013,0,0.057,0,0.001,0.005,0.038,0,0,0,0,0.003,0,0,0.005,0
"129",0.292,0.835,0.46,0.432,0.174,0.054,0.957,0.094,0.025,0.832,0.011,0.638,0.13,0.177,0.072,0,0,0.004,0,0.001,0,0.086,0.001,0.011,0,0,0.022,0.001,0,0,0.007,0,0,0,0.001,0.002,0,0.001,0.004,0.081,0
"130",0.604,0.667,0.259,0.471,0.006,0.339,0.659,0.578,0.074,0.619,0.069,0,0.072,0.256,0.025,0.064,0.016,0,0.001,0.042,0.001,0.003,0.056,0.007,0.006,0,0.012,0,0.079,0.002,0.01,0,0.005,0,0.003,0.025,0.002,0,0.067,0,0
"131",0.002,0.719,0.5,0.546,0.677,0.472,0.028,0.079,0.948,0.397,0.047,0.132,0.026,0,0.998,0.235,0.001,0.08,0.002,0,0.011,0.031,0.041,0.009,0,0,0,0.007,0,0,0.002,0.002,0.001,0.001,0,0,0.002,0.031,0.025,0,0.001
"132",0.492,0.646,0.436,0.827,0.933,0.312,0.28,0.251,0.041,0.032,0.606,0.732,0.046,0.795,0,0.134,0.008,0,0.001,0,0,0.021,0.04,0.033,0.108,0,0.051,0.071,0.001,0,0.046,0.007,0,0.032,0,0,0,0,0.003,0,0.036
"133",0.701,0.08,0.187,0.779,0.981,0.953,0.011,0.409,0.042,0.773,0.001,0.005,0.02,0.034,0.233,0.062,0.1,0.005,0.002,0.014,0,0,0,0,0,0.001,0.012,0.012,0,0.018,0.016,0.012,0,0,0.001,0.014,0,0.009,0,0,0
"134",0.388,0.937,0.574,0.1,0.218,0.707,0.146,0.328,0.886,0.16,0.039,0.536,0.982,0.579,0.062,0.25,0.685,0.008,0.022,0.042,0.013,0,0,0.012,0,0.003,0.001,0,0,0,0.001,0,0,0,0,0.002,0.052,0.038,0.013,0,0.002
"135",0.806,0.507,0.366,0.357,0.583,0.767,0.128,0.097,0.056,0.056,0.075,0,0.113,0.011,0.059,0.039,0.027,0.058,0.216,0.029,0.006,0.017,0.004,0.019,0.002,0.001,0,0.017,0.001,0.001,0.001,0.001,0.001,0.003,0,0.001,0.015,0,0.011,0,0
"136",0.357,0.118,0.433,0.332,0.551,0.044,0.795,0.079,0.005,0.066,0.807,0.015,0.02,0.182,0,0,0.001,0.007,0,0.019,0.433,0.18,0.002,0.002,0.125,0,0.004,0.002,0.011,0,0,0.002,0,0,0.037,0,0.001,0.004,0,0.021,0
"137",0.568,0.508,0.177,0.389,0.784,0.798,0.013,0.493,0.015,0.284,0.002,0.447,0.531,0.024,0.038,0.03,0.002,0.011,0,0.036,0.003,0.006,0.011,0.045,0.07,0.005,0.002,0.002,0,0.01,0,0.009,0,0,0.002,0,0,0.004,0.001,0,0
"138",0.818,0.517,0.049,0.847,0.006,0.647,0.018,0.908,0.77,0,0,0.828,0.203,0,0.018,0.025,0.002,0.012,0.025,0.012,0,0.001,0,0.055,0,0.001,0.001,0.003,0,0.001,0.007,0,0.033,0,0,0.091,0.001,0.001,0,0,0.002
"139",0.678,0.654,0.959,0.41,0.038,0.319,0.847,0.142,0.802,0.096,0.254,0.861,0.002,0.016,0.033,0.011,0.018,0.014,0.004,0.026,0.004,0.03,0.019,0.094,0.041,0.007,0,0.005,0.032,0,0.001,0.04,0.101,0.044,0,0,0.059,0.005,0.02,0.001,0
"140",0.543,0.662,0.676,0.273,0.908,0.104,0.791,0.018,0.141,0.718,0.26,0.102,0.383,0.041,0,0.001,0,0.008,0.002,0.06,0,0,0.002,0.013,0.002,0,0,0.006,0.066,0.021,0.064,0,0,0.005,0.001,0,0.086,0.006,0.002,0,0.027
"141",0.633,0.902,0.309,0.517,0.159,0.872,0.879,0.487,0.518,0.079,0.158,0.869,0.063,0.602,0,0.931,0.053,0.001,0.001,0.019,0.066,0,0,0.003,0.007,0.007,0,0,0.007,0,0,0.001,0,0.002,0.004,0.001,0.002,0,0.001,0.001,0
"142",0.192,0.359,0.858,0.291,0.4,0.196,0.679,0.053,0.024,0.008,0.029,0.019,0.036,0.043,0.032,0.003,0.003,0.013,0.019,0,0.001,0.003,0,0,0.006,0.213,0,0,0,0,0.001,0.003,0,0,0,0,0.142,0,0,0.076,0
"143",0.596,0.013,0.42,0.958,0.03,0.137,0.398,0.127,0.048,0.084,0.421,0.92,0.475,0.01,0,0.024,0.007,0.021,0.011,0,0.011,0.024,0,0.001,0,0,0.037,0.06,0.003,0,0,0.038,0.008,0.001,0.027,0.003,0,0,0,0,0.002
"144",0.459,0.792,0.341,0.066,0.354,0.291,0.866,0.053,0.774,0.798,0.601,0.038,0.014,0.072,0.46,0.016,0,0.116,0.029,0.452,0.014,0,0,0.03,0.009,0.008,0.004,0.003,0.001,0,0,0,0,0,0.001,0.02,0,0,0,0.002,0
"145",0.944,0.291,0.888,0.695,0.264,0.073,0.776,0.006,0.832,0.002,0.101,0.006,0.017,0.056,0.072,0.003,0.12,0.283,0.062,0.002,0,0,0.013,0.006,0.009,0,0,0.032,0,0,0,0,0,0,0.019,0,0,0.028,0.001,0.002,0
"146",0.686,0.022,0.725,0.785,0.648,0.9,0.626,0.183,0.014,0.132,0.876,0.354,0.032,0.445,0.001,0.062,0.018,0.013,0,0,0.002,0,0.015,0.015,0.101,0,0,0,0,0.029,0,0.052,0,0.251,0.017,0,0,0,0,0.003,0
"147",0.719,0.718,0.853,0.853,0.096,0.559,0.051,0.236,0.324,0.881,0.661,0.647,0.807,0.047,0.051,0.006,0,0.396,0.004,0.014,0.071,0.003,0,0,0.03,0.001,0,0,0.017,0,0.001,0.002,0.024,0,0.011,0,0,0.003,0.012,0,0.01
"148",0.487,0.155,0.892,0.088,0.807,0.954,0.11,0.723,0.049,0.012,0.445,0.516,0.09,0,0.106,0.681,0.005,0.019,0.007,0,0.001,0.024,0,0.04,0.004,0,0.001,0.076,0.007,0.006,0.004,0,0.003,0.001,0.089,0.007,0,0,0,0.001,0.003
"149",0.211,0.073,0.649,0.929,0.324,0.703,0.163,0.111,0.302,0.082,0.115,0,0.163,0.055,0.171,0.123,0.03,0.002,0.008,0.097,0.29,0.016,0.036,0.009,0,0,0,0.056,0.002,0,0.001,0.001,0.002,0,0,0.017,0,0,0.002,0.005,0
"150",0.796,0.555,0.187,0.918,0.023,0.007,0.659,0.088,0.861,0.02,0.112,0.036,0.639,0.014,0.032,0.079,0.14,0,0.128,0.004,0.012,0,0.008,0,0,0.001,0.002,0.007,0.074,0.001,0,0.001,0.015,0,0.003,0,0.004,0,0.002,0,0.154
"151",0.071,0.931,0.352,0.953,0.472,0.247,0.049,0.279,0.521,0.208,0.014,0.26,0.246,0.04,0.039,0.159,0.001,0.079,0.004,0.006,0,0.002,0,0.001,0.028,0.004,0,0.001,0.003,0,0,0.001,0,0.016,0.008,0.001,0.002,0.002,0,0,0.002
"152",0.346,0.639,0.735,0.371,0.451,0.9,0.719,0.359,0.965,0.38,0.008,0.918,0.003,0.69,0.074,0.041,0.004,0.007,0.003,0.015,0,0.001,0.001,0.001,0.061,0,0.057,0.072,0.007,0.035,0.007,0,0.021,0.016,0,0,0,0.045,0,0,0
"153",0.909,0.939,0.089,0.887,0.878,0.195,0.656,0.973,0.044,0.045,0.197,0,0.038,0.083,0,0.05,0.115,0.111,0.093,0.04,0,0.05,0.002,0.002,0.008,0.045,0.012,0,0,0,0.001,0.002,0.007,0.006,0,0.012,0,0,0,0.011,0
"154",0.578,0.632,0.462,0.619,0.946,0.384,0.337,0.085,0.005,0.043,0.509,0,0.201,0.002,0.004,0.011,0.002,0.045,0.004,0.05,0.003,0,0.001,0.013,0,0.002,0,0,0,0.011,0.041,0,0.002,0,0.002,0.004,0,0,0,0,0
"155",0.441,0.574,0.831,0.019,0.682,0.642,0.591,0.613,0.386,0.06,0.138,0.031,0.118,0.005,0.051,0,0.001,0,0.018,0.003,0.032,0.052,0.036,0.126,0.081,0.109,0.008,0,0,0,0.003,0,0,0.002,0,0,0.02,0.047,0.008,0.007,0.002
"156",0.735,0.599,0.616,0.043,0.106,0.033,0.132,0.681,0.367,0.137,0.048,0.163,0.076,0.003,0.178,0.002,0.002,0.224,0.03,0.028,0.022,0.01,0.003,0.026,0.008,0,0,0.001,0,0.015,0.049,0.001,0,0.056,0.001,0,0.022,0.001,0.011,0.021,0
"157",0.001,0.814,0.776,0.695,0.233,0.832,0.302,0.963,0.026,0.893,0.34,0.613,0.155,0.001,0.85,0.012,0.112,0,0,0,0,0.001,0,0,0.04,0.011,0,0,0,0.001,0.014,0,0,0,0,0,0.029,0.001,0.024,0,0
"158",0.879,0.78,0.287,0.05,0.036,0.441,0.056,0.008,0.861,0.577,0.008,0.975,0.065,0.127,0.039,0.001,0.02,0,0.011,0.04,0.108,0.001,0.335,0.016,0.007,0,0.043,0.425,0,0.006,0.001,0,0,0,0,0.004,0,0.002,0.004,0.088,0
"159",0.759,0.657,0.727,0.236,0.421,0.388,0.913,0.715,0.002,0.324,0.458,0.964,0.007,0.154,0.006,0.044,0.047,0,0,0,0.006,0.001,0,0.017,0,0.006,0,0.025,0.002,0,0.101,0,0.024,0,0.003,0,0.002,0.001,0,0.003,0
"160",0.24,0.698,0.594,0.577,0.036,0.695,0.928,0.889,0.001,0.003,0.216,0.732,0.825,0.733,0.128,0.031,0.087,0.01,0.003,0.036,0,0,0.004,0,0.031,0,0.014,0,0.025,0.004,0.003,0.006,0.001,0.002,0.009,0.001,0,0,0,0.014,0
"161",0.468,0.548,0.328,0.919,0.065,0.869,0,0.963,0.549,0.91,0.865,0.009,0.009,0.041,0.044,0.03,0.002,0.012,0.006,0,0.009,0,0.005,0,0,0,0,0.028,0,0.001,0.008,0,0.006,0,0.031,0.004,0.019,0,0,0.003,0
"162",0.806,0.55,0.417,0.612,0.183,0.507,0.509,0.761,0.533,0.327,0.124,0.069,0.267,0.125,0.699,0.138,0.004,0,0.115,0.019,0.002,0,0.117,0.023,0.002,0,0,0,0,0.003,0,0,0.002,0.002,0,0,0.003,0,0,0.03,0
"163",0.705,0.02,0.182,0.922,0.804,0.192,0.482,0,0.005,0.847,0.051,0.004,0.098,0.075,0.001,0.223,0.098,0.029,0.01,0.035,0.007,0.004,0.005,0.03,0.001,0,0.005,0.059,0.001,0.012,0,0,0.024,0,0,0,0,0.001,0.009,0.006,0
"164",0.978,0.189,0.5,0.262,0.926,0.753,0.491,0.009,0.475,0.01,0,0.687,0.004,0.003,0.002,0.03,0.031,0.001,0,0,0,0,0.068,0,0,0,0.008,0.01,0.062,0.007,0,0.032,0.001,0,0,0.001,0,0,0,0.002,0.001
"165",0.154,0.787,0.322,0.361,0.019,0.313,0.05,0.499,0.057,0.662,0.033,0.028,0.007,0.003,0.393,0.016,0.079,0.001,0.011,0,0,0,0.047,0,0,0,0.003,0,0,0,0.003,0.001,0,0.003,0.033,0,0,0,0.054,0.011,0
"166",0.121,0.18,0.069,0.272,0.298,0.303,0.569,0.098,0.442,0.133,0.788,0.005,0,0.018,0.242,0.004,0.007,0.014,0.103,0.095,0.006,0.015,0.004,0,0.138,0,0,0.061,0.008,0.072,0.013,0.018,0,0,0.005,0,0,0.001,0,0,0
"167",0.569,0.502,0.878,0.504,0.887,0.124,0.204,0.921,0.02,0.001,0.676,0.045,0.086,0.009,0.413,0,0,0.003,0.026,0.004,0.006,0,0,0,0.001,0.004,0.005,0.002,0.001,0.003,0,0,0,0.092,0.064,0.034,0,0,0.002,0.165,0
"168",0.107,0.84,0.571,0.005,0.969,0.923,0.591,0.601,0.37,0.409,0.341,0.031,0.01,0.138,0.003,0.017,0.005,0.009,0.025,0,0,0.022,0.023,0,0,0,0.003,0.011,0.006,0,0,0,0,0,0.003,0.001,0.043,0.002,0.003,0.024,0
"169",0.118,0.187,0.159,0.78,0.247,0.817,0.767,0.188,0.914,0.311,0.433,0.049,0.054,0.172,0.217,0.994,0,0.014,0,0.052,0,0.024,0.01,0,0,0.008,0.001,0.002,0.009,0.002,0.02,0,0.008,0,0.007,0,0,0,0.043,0,0.002
"170",0.432,0.804,0.668,0.66,0.748,0.099,0.154,0.972,0.062,0.96,0.81,0.016,0.365,0.33,0.077,0,0.189,0.008,0.051,0.318,0.01,0,0,0.01,0,0.082,0.032,0,0,0.002,0,0.003,0.002,0.002,0.053,0,0.018,0,0,0,0.071
"171",0.635,0.737,0.883,0.842,0.427,0.586,0.004,0.306,0.163,0,0,0.342,0.101,0.221,0.477,0,0.006,0,0.101,0.001,0.005,0.303,0.028,0.071,0.001,0,0.004,0.002,0.029,0.002,0.003,0,0.007,0,0,0.016,0.001,0.01,0,0,0.082
"172",0.765,0.021,0.196,0.577,0.373,0.377,0.007,0.118,0.004,0.042,0.142,0.423,0.111,0,0.035,0.002,0.01,0.001,0.007,0,0.004,0.021,0.072,0.002,0.004,0,0.001,0,0.003,0.007,0.012,0.001,0.001,0.025,0.075,0,0.002,0,0.003,0,0.001
"173",0.114,0.352,0.489,0.476,0.009,0.115,0.985,0.005,0.161,0.193,0.086,0.001,0.051,0.001,0.025,0.232,0.01,0,0.205,0.001,0,0.001,0.036,0.011,0.006,0,0.129,0.036,0,0,0.001,0.001,0,0,0.002,0.001,0,0,0,0.003,0
"174",0.133,0.923,0.577,0.542,0.614,0.618,0.15,0.465,0.634,0.389,0.076,0.117,0.021,0.001,0.732,0.082,0.022,0.003,0.078,0.067,0.014,0.001,0.107,0.012,0.053,0,0.001,0.005,0.006,0,0.009,0.001,0.018,0.012,0,0.001,0,0,0.003,0.008,0.004
"175",0.656,0.588,0.941,0.464,0.116,0.08,0.896,0.72,0.782,0.118,0.198,0.021,0.076,0.137,0.019,0.134,0.022,0.074,0.001,0.039,0.014,0.015,0,0.017,0,0.026,0,0.013,0,0,0,0,0.062,0,0,0.001,0,0,0.069,0,0
"176",0.152,0.867,0.732,0.796,0.117,0.062,0.95,0.735,0.015,0.592,0.461,0.001,0.095,0.243,0.002,0.042,0.141,0.024,0.025,0.008,0.03,0.003,0.001,0.057,0.003,0.013,0,0.001,0,0,0,0,0,0.003,0.001,0.003,0,0,0.001,0.013,0
"177",0.078,0.943,0.011,0.534,0.035,0.979,0.74,0.728,0.934,0.889,0.011,0.102,0.875,0.104,0.228,0.017,0.183,0.044,0.037,0.304,0.002,0,0.001,0,0.008,0,0,0.105,0,0.005,0,0.009,0.017,0,0.002,0,0,0,0.079,0.002,0
"178",0.174,0.973,0.855,0.228,0.995,0.901,0.672,0.743,0.224,0.311,0.799,0.142,0.657,0,0,0.002,0.316,0.003,0.043,0,0.016,0,0.018,0,0.008,0,0.006,0,0.008,0,0,0.017,0,0,0,0.056,0.013,0,0.001,0,0
"179",0.064,0.947,0.6,0.745,0.689,0.875,0.396,0.489,0.789,0.151,0.091,0.239,0.326,0.004,0.001,0.001,0.01,0.074,0,0.712,0.008,0,0.023,0,0.066,0.045,0.005,0.001,0.002,0,0,0,0,0.01,0,0,0.041,0,0,0,0
"180",0.849,0.699,0.769,0.001,0.522,0.978,0.686,0.507,0.229,0.017,0,0.485,0.176,0.143,0.54,0.003,0.012,0.006,0.004,0.035,0,0.196,0.081,0.002,0,0,0,0.001,0,0.006,0.005,0,0.002,0.003,0,0,0.002,0,0.001,0.01,0.017
"181",0.684,0.75,0.37,0.275,0.253,0.648,0.337,0.354,0.014,0.017,0.03,0.152,0.049,0.001,0.001,0.002,0.17,0,0,0.044,0.017,0,0.082,0.041,0.012,0,0,0.002,0.009,0.002,0,0,0.006,0.001,0,0.057,0.002,0,0.001,0.127,0.002
"182",0.478,0.77,0.883,0.786,0.813,0.441,0.03,0.032,0.394,0.061,0.296,0.004,0.002,0.296,0.134,0.003,0.002,0.009,0.159,0.013,0,0,0.08,0.076,0,0,0,0,0.022,0.044,0,0,0,0.034,0,0,0.016,0,0,0.001,0.003
"183",0.316,0.624,0.465,0.766,0.259,0.429,0.602,0.243,0.029,0.76,0,0.003,0.057,0.043,0.001,0.004,0.015,0.114,0.004,0,0.049,0,0.014,0.001,0.024,0.008,0.004,0.051,0,0,0,0,0,0.002,0,0,0,0,0,0.001,0
"184",0.641,0.724,0.354,0.613,0.042,0.503,0.383,0.03,0.416,0.682,0.466,0.08,0.017,0,0.057,0,0.014,0,0.002,0.131,0.063,0,0.001,0.001,0.087,0.005,0.009,0,0.008,0,0.056,0.093,0,0,0.005,0,0.082,0.005,0.002,0,0
"185",0.385,0.298,0.283,0.69,0.219,0.072,0.451,0.9,0.977,0.237,0.641,0.318,0.134,0.006,0.035,0.022,0.002,0.503,0.004,0.033,0,0,0.131,0.023,0.025,0,0,0,0.112,0,0,0.18,0.019,0.003,0.033,0,0.023,0.002,0,0,0
